Transcript_Chr	Transcript_Start	Transcript_End	Strand	log2FoldChange	logCPM	P-value	FDR	DEG	Exposure	Sex	Stage	Transcript	Gene	Symbol	GeneType	TE_Chr	TE_Start	TE_End	TE_strand	subfamily	class	family	transcript_type
chr17	79008504	79008506	-	0.441027608	2.279915419	0.395110179	0.711842286	FALSE	TBT	F	adt	ENSMUST00000118768.7	ENSMUSG00000024070.15	Prkd3	protein_coding	chr17	79008458	79008514	+	L2c	LINE	L2	protein_coding
chr3	81976201	81976203	-	0.417470285	7.657827395	0.416168496	0.733633135	FALSE	TBT	F	adt	ENSMUST00000193879.1	ENSMUSG00000028011.16	Tdo2	protein_coding	chr3	81976130	81977130	+	Lx2	LINE	L1	protein_coding
chr16	17762790	17762792	+	0.579222853	2.309086147	0.417629178	0.734870548	FALSE	TBT	F	adt	ENSMUST00000120488.2	ENSMUSG00000022750.18	Klhl22	protein_coding	chr16	17762709	17762855	-	B1_Mus1	SINE	Alu	protein_coding
chr10	128007593	128007595	-	0.228837686	2.433771423	0.421462962	0.739154639	FALSE	TBT	F	adt	ENSMUST00000219707.1	ENSMUSG00000025396.7	Hsd17b6	protein_coding	chr10	128007359	128007807	-	MLT2B3	LTR	ERVL	protein_coding
chr2	30830332	30830334	-	0.305079078	0.458070089	0.434619559	0.751900522	FALSE	TBT	F	adt	ENSMUST00000041726.3	ENSMUSG00000039483.10	Asb6	protein_coding	chr2	30830289	30830441	-	MIRb	SINE	MIR	protein_coding
chr10	29699379	29699381	-	0.119553818	5.383111287	0.440505339	0.757623739	FALSE	TBT	F	adt	ENSMUST00000092620.5	ENSMUSG00000069682.6	Gm10275	transcribed_processed_pseudogene	chr10	29699373	29699464	-	Lx6	LINE	L1	processed_transcript
chr7	127309517	127309519	+	0.439881168	1.419802841	0.445623043	0.763070372	FALSE	TBT	F	adt	ENSMUST00000118405.1	ENSMUSG00000030830.18	Itgal	protein_coding	chr7	127309484	127309642	-	MTEb	LTR	ERVL-MaLR	protein_coding
chr5	72165719	72165721	-	0.151580203	1.411517935	0.453098552	0.769811469	FALSE	TBT	F	adt	ENSMUST00000196152.1	ENSMUSG00000029213.11	Commd8	protein_coding	chr5	72165654	72165777	-	PB1D7	SINE	Alu	processed_transcript
chr12	73901374	73901376	+	0.207459691	3.588152251	0.455793691	0.772414394	FALSE	TBT	F	adt	ENSMUST00000110461.7	ENSMUSG00000021109.13	Hif1a	protein_coding	chr12	73901267	73902053	-	L1MCa	LINE	L1	protein_coding
chr15	100472406	100472408	+	0.527058264	1.518979533	0.463229905	0.779149444	FALSE	TBT	F	adt	ENSMUST00000231001.1	ENSMUSG00000037353.9	Letmd1	protein_coding	chr15	100472288	100472429	-	B1_Mus1	SINE	Alu	retained_intron
chr9	110115076	110115078	-	0.522687557	2.285423185	0.469559266	0.785413866	FALSE	TBT	F	adt	ENSMUST00000165596.7	ENSMUSG00000032480.17	Dhx30	protein_coding	chr9	110114943	110115084	-	B1F	SINE	Alu	protein_coding
chr11	46707060	46707062	-	0.203970015	1.298098789	0.470736771	0.786533764	FALSE	TBT	F	adt	ENSMUST00000125008.1	ENSMUSG00000040413.15	Timd2	protein_coding	chr11	46706744	46707436	-	RLTR14-int	LTR	ERV1	protein_coding
chr10	128971196	128971198	+	0.155055767	2.671557446	0.482422522	0.7972022	FALSE	TBT	F	adt	ENSMUST00000181142.1	ENSMUSG00000097691.1	9030616G12Rik	lincRNA	chr10	128970840	128971236	+	L1M4	LINE	L1	lincRNA
chr1	160984767	160984769	+	0.149110525	9.756982513	0.488276213	0.802615599	FALSE	TBT	F	adt	ENSMUST00000194592.1	ENSMUSG00000026715.12	Serpinc1	protein_coding	chr1	160984546	160984930	+	MTA_Mm	LTR	ERVL-MaLR	protein_coding
chr17	89910448	89910450	-	0.134042416	2.222196502	0.49905524	0.811814948	FALSE	TBT	F	adt	ENSMUST00000086423.5	ENSMUSG00000066878.5	Gm10184	protein_coding	chr17	89910442	89911103	+	Lx2A1	LINE	L1	protein_coding
chr3	142765044	142765046	+	0.063086101	4.604338998	0.510304591	0.8210529	FALSE	TBT	F	adt	ENSMUST00000029938.9	ENSMUSG00000028271.9	Gtf2b	protein_coding	chr3	142764945	142765053	-	MT2B	LTR	ERVL	protein_coding
chr16	8792307	8792309	-	0.357868396	3.361832136	0.510994146	0.821598369	FALSE	TBT	F	adt	ENSMUST00000160405.7	ENSMUSG00000022710.17	Usp7	protein_coding	chr16	8792151	8792459	-	ORR1A4	LTR	ERVL-MaLR	protein_coding
chr17	35442187	35442189	+	0.174366694	0.929544606	0.540059366	0.846709177	FALSE	TBT	F	adt	ENSMUST00000173016.1	ENSMUSG00000060550.16	H2-Q7	protein_coding	chr17	35442040	35442220	-	B2_Mm1t	SINE	B2	retained_intron
chr1	72848698	72848700	+	0.181934022	0.763692449	0.540523125	0.847123602	FALSE	TBT	F	adt	ENSMUST00000155703.1	ENSMUSG00000039323.18	Igfbp2	protein_coding	chr1	72848588	72848910	-	ORR1E	LTR	ERVL-MaLR	retained_intron
chr3	98763052	98763054	-	0.206500643	6.042879221	0.541624055	0.847901672	FALSE	TBT	F	adt	ENSMUST00000107019.7	ENSMUSG00000062410.14	Hsd3b3	protein_coding	chr3	98762943	98763241	-	ORR1D1	LTR	ERVL-MaLR	protein_coding
chr3	20108475	20108477	+	0.323716142	1.137676172	0.543165135	0.849300989	FALSE	TBT	F	adt	ENSMUST00000155635.1	ENSMUSG00000002428.12	Hltf	protein_coding	chr3	20108378	20108525	+	B1_Mm	SINE	Alu	retained_intron
chr7	140906013	140906015	+	0.163940005	1.399235916	0.543279762	0.849414921	FALSE	TBT	F	adt	ENSMUST00000210080.1	ENSMUSG00000109628.1	BC024386	processed_transcript	chr7	140905955	140906320	+	MLT2D	LTR	ERVL	lincRNA
chr7	88311477	88311479	+	0.125518473	-0.081454633	0.548179207	0.853107692	FALSE	TBT	F	adt	ENSMUST00000208302.1	ENSMUSG00000109244.1	Gm44751	lincRNA	chr7	88311390	88311503	-	B1_Mur2	SINE	Alu	lincRNA
chr7	140906020	140906022	+	0.069753087	3.627185304	0.565309629	0.866408388	FALSE	TBT	F	adt	ENSMUST00000209817.1	ENSMUSG00000109628.1	BC024386	processed_transcript	chr7	140905955	140906320	+	MLT2D	LTR	ERVL	lincRNA
chr17	33648978	33648980	-	0.269201864	1.467210093	0.584292492	0.881249137	FALSE	TBT	F	adt	ENSMUST00000234893.1	ENSMUSG00000059208.15	Hnrnpm	protein_coding	chr17	33648958	33649042	+	ID4_	SINE	ID	retained_intron
chr11	97778634	97778636	-	0.09626212	1.748719084	0.589725475	0.886162258	FALSE	TBT	F	adt	ENSMUST00000150955.1	ENSMUSG00000071415.6	Rpl23	protein_coding	chr11	97778491	97778656	+	B2_Mm1a	SINE	B2	processed_transcript
chr14	13957542	13957544	-	0.135735901	0.537438757	0.597280131	0.891017905	FALSE	TBT	F	adt	ENSMUST00000224652.1	ENSMUSG00000053453.9	Thoc7	protein_coding	chr14	13957460	13957553	-	PB1D9	SINE	Alu	processed_transcript
chr2	120977016	120977018	+	0.171911298	2.887929254	0.605892542	0.896703484	FALSE	TBT	F	adt	ENSMUST00000067582.13	ENSMUSG00000054484.14	Tmem62	protein_coding	chr2	120977008	120977079	-	MIRc	SINE	MIR	protein_coding
chr17	36042704	36042706	-	0.16132747	4.198874397	0.608462131	0.898561523	FALSE	TBT	F	adt	ENSMUST00000080015.11	ENSMUSG00000056116.18	H2-T22	protein_coding	chr17	36042507	36042845	-	RLTR34D_MM	LTR	ERVK	protein_coding
chr6	3988918	3988920	-	0.087074784	2.599844551	0.614802063	0.903425681	FALSE	TBT	F	adt	ENSMUST00000183682.2	ENSMUSG00000029664.10	Tfpi2	protein_coding	chr6	3988738	3989075	-	RMER5	LTR	ERV1	protein_coding
chr3	121252862	121252864	-	0.292346805	2.364201873	0.630665946	0.91386243	FALSE	TBT	F	adt	ENSMUST00000155309.7	ENSMUSG00000028132.15	Tmem56	protein_coding	chr3	121252604	121253204	-	MT2B2	LTR	ERVL	protein_coding
chrX	7681250	7681252	-	0.081966105	1.734237453	0.651885858	0.930752337	FALSE	TBT	F	adt	ENSMUST00000130287.1	ENSMUSG00000031147.8	Magix	protein_coding	chrX	7681236	7681483	+	L1M5	LINE	L1	processed_transcript
chr16	91926683	91926685	-	0.121189997	2.653401975	0.673928622	0.946263771	FALSE	TBT	F	adt	ENSMUST00000150642.7	ENSMUSG00000022956.11	Atp5o	protein_coding	chr16	91926633	91926787	+	B3	SINE	B2	retained_intron
chr5	40328437	40328439	+	0.120787689	0.324172067	0.679359226	0.94987468	FALSE	TBT	F	adt	ENSMUST00000118681.1	ENSMUSG00000082938.1	Gm2810	processed_pseudogene	chr5	40328261	40328443	-	B2_Mm1t	SINE	B2	processed_pseudogene
chr17	71356495	71356497	-	0.177619054	0.852269067	0.691002249	0.95808584	FALSE	TBT	F	adt	ENSMUST00000138193.7	ENSMUSG00000024054.14	Smchd1	protein_coding	chr17	71355978	71356582	+	Lx2	LINE	L1	processed_transcript
chr17	35172818	35172820	-	0.09546981	2.246317984	0.701942147	0.966391537	FALSE	TBT	F	adt	ENSMUST00000172693.7	ENSMUSG00000024397.14	Aif1	protein_coding	chr17	35172781	35172871	-	PB1	SINE	Alu	protein_coding
chr8	70140276	70140278	+	0.144302537	0.580053436	0.707427987	0.970604846	FALSE	TBT	F	adt	ENSMUST00000110139.1	ENSMUSG00000002345.18	Borcs8	protein_coding	chr8	70140221	70140300	+	ID4	SINE	ID	protein_coding
chr13	74324255	74324257	-	0.146486731	1.63469424	0.711784005	0.973200509	FALSE	TBT	F	adt	ENSMUST00000161434.1	ENSMUSG00000021577.14	Sdha	protein_coding	chr13	74324225	74324353	-	B1_Mus1	SINE	Alu	retained_intron
chrX	162969104	162969106	+	0.070189356	1.868521072	0.713830874	0.974826712	FALSE	TBT	F	adt	ENSMUST00000112300.1	ENSMUSG00000031360.14	Ctps2	protein_coding	chrX	162969024	162969136	-	MLT1D	LTR	ERVL-MaLR	protein_coding
chrX	60592697	60592699	-	0.12297942	0.702232501	0.728551734	0.984479005	FALSE	TBT	F	adt	ENSMUST00000138569.1	ENSMUSG00000062949.13	Atp11c	protein_coding	chrX	60592601	60592713	+	LTR16B	LTR	ERVL	processed_transcript
chr11	77894095	77894097	-	0.025617085	7.597975446	0.736286566	0.990063507	FALSE	TBT	F	adt	ENSMUST00000017597.4	ENSMUSG00000017453.4	Pipox	protein_coding	chr11	77894032	77894141	-	Eulor8	DNA	TcMar?	protein_coding
chr15	55133435	55133437	+	0.035807101	1.252848317	0.996068049	1	FALSE	TBT	F	adt	ENSMUST00000023056.7	ENSMUSG00000022419.16	Deptor	protein_coding	chr15	55133349	55133523	+	MER5A	DNA	hAT-Charlie	protein_coding
chr6	140622662	140622664	+	0.005987869	3.251822812	0.967240623	1	FALSE	TBT	F	adt	ENSMUST00000032359.14	ENSMUSG00000030232.18	Aebp2	protein_coding	chr6	140622632	140622747	-	B1F2	SINE	Alu	protein_coding
chr8	105938443	105938445	-	0.014765072	4.614368895	0.901011714	1	FALSE	TBT	F	adt	ENSMUST00000034369.9	ENSMUSG00000031897.9	Psmb10	protein_coding	chr8	105938382	105938568	-	B3A	SINE	B2	protein_coding
chr8	84831521	84831523	+	0.011959082	5.52351128	0.867442799	1	FALSE	TBT	F	adt	ENSMUST00000036734.5	ENSMUSG00000033751.5	Gadd45gip1	protein_coding	chr8	84831514	84831658	-	B1_Mur4	SINE	Alu	protein_coding
chr2	52338797	52338799	-	0.138405089	1.535323813	0.917329454	1	FALSE	TBT	F	adt	ENSMUST00000036934.11	ENSMUSG00000026950.17	Neb	protein_coding	chr2	52338726	52338980	+	RLTR10A	LTR	ERVK	protein_coding
chr11	75169518	75169520	-	0.051259404	1.481972819	0.803985016	1	FALSE	TBT	F	adt	ENSMUST00000055619.4	ENSMUSG00000043099.4	Hic1	protein_coding	chr11	75169487	75169603	+	PB1D10	SINE	Alu	protein_coding
chr14	14702278	14702280	+	0.093930877	2.725076305	0.915681006	1	FALSE	TBT	F	adt	ENSMUST00000057015.7	ENSMUSG00000021733.10	Slc4a7	protein_coding	chr14	14702154	14702302	-	B1_Mus1	SINE	Alu	protein_coding
chr8	3587292	3587294	+	0.084396378	1.165966677	0.938712759	1	FALSE	TBT	F	adt	ENSMUST00000057028.14	ENSMUSG00000044433.16	Camsap3	protein_coding	chr8	3587180	3587312	-	B1_Mur1	SINE	Alu	protein_coding
chr11	22978995	22978997	-	0.029217269	0.92893947	1	1	FALSE	TBT	F	adt	ENSMUST00000057843.11	ENSMUSG00000051355.18	Commd1	protein_coding	chr11	22978936	22979043	+	PB1D9	SINE	Alu	protein_coding
chr8	69710723	69710725	-	0.042163806	2.843916732	0.762635695	1	FALSE	TBT	F	adt	ENSMUST00000080987.6	ENSMUSG00000054648.7	Zfp869	protein_coding	chr8	69710659	69711051	-	MT2A	LTR	ERVL	protein_coding
chr11	6292604	6292606	+	0.215759717	1.355520187	0.769742304	1	FALSE	TBT	F	adt	ENSMUST00000081894.4	ENSMUSG00000020456.17	Ogdh	protein_coding	chr11	6292489	6292691	-	LTR31	LTR	ERV1	protein_coding
chr2	33462352	33462354	-	0.062711681	3.036192301	0.987279858	1	FALSE	TBT	F	adt	ENSMUST00000095035.2	ENSMUSG00000026788.13	Zbtb43	protein_coding	chr2	33462213	33462369	+	RMER15	LTR	ERVL	protein_coding
chr2	34755231	34755233	-	0.017180124	0.836303133	1	1	FALSE	TBT	F	adt	ENSMUST00000102800.7	ENSMUSG00000026867.18	Gapvd1	protein_coding	chr2	34754947	34755253	-	L3	LINE	CR1	protein_coding
chr4	88400564	88400566	+	0.035211257	0.491261825	0.960842783	1	FALSE	TBT	F	adt	ENSMUST00000107147.1	ENSMUSG00000038368.16	Focad	protein_coding	chr4	88400195	88400693	-	RLTR30D2_MM	LTR	ERV1	protein_coding
chr3	86224679	86224681	+	0.035543953	4.326244772	0.950458208	1	FALSE	TBT	F	adt	ENSMUST00000107635.6	ENSMUSG00000028080.16	Lrba	protein_coding	chr3	86224547	86224932	-	L1M4b	LINE	L1	protein_coding
chr7	27452417	27452419	+	0.0114912	5.289516283	0.932864655	1	FALSE	TBT	F	adt	ENSMUST00000108357.7	ENSMUSG00000040466.16	Blvrb	protein_coding	chr7	27452338	27452460	-	B1_Mur4	SINE	Alu	protein_coding
chr2	31572650	31572652	+	0.016837485	3.328407776	0.943735528	1	FALSE	TBT	F	adt	ENSMUST00000113482.7	ENSMUSG00000026843.15	Fubp3	protein_coding	chr2	31572615	31572734	+	RMER17C2	LTR	ERVK	protein_coding
chr17	27635544	27635546	-	0.045706905	4.354608694	0.814081704	1	FALSE	TBT	F	adt	ENSMUST00000114882.8	ENSMUSG00000052146.16	Rps10	protein_coding	chr17	27635535	27635587	+	ID_B1	SINE	B4	protein_coding
chr8	40874947	40874949	+	0.002593203	5.168829196	0.928063989	1	FALSE	TBT	F	adt	ENSMUST00000117077.7	ENSMUSG00000031596.15	Slc7a2	protein_coding	chr8	40874861	40875159	-	L1MB2	LINE	L1	protein_coding
chr3	32531553	32531555	+	0.08002669	4.028859179	0.857531982	1	FALSE	TBT	F	adt	ENSMUST00000118286.7	ENSMUSG00000027668.13	Mfn1	protein_coding	chr3	32531554	32531665	-	PB1	SINE	Alu	protein_coding
chr4	120831571	120831573	-	0.026062186	0.619913084	1	1	FALSE	TBT	F	adt	ENSMUST00000118902.7	ENSMUSG00000032897.17	Nfyc	protein_coding	chr4	120831360	120831940	-	MT2B	LTR	ERVL	protein_coding
chr3	145760747	145760749	+	0.01565421	4.741926564	0.993899046	1	FALSE	TBT	F	adt	ENSMUST00000120310.1	ENSMUSG00000028194.15	Ddah1	protein_coding	chr3	145760716	145760805	-	ID4_	SINE	ID	protein_coding
chr11	116182415	116182417	-	0.092873166	1.978457668	0.782022273	1	FALSE	TBT	F	adt	ENSMUST00000128793.1	ENSMUSG00000020777.16	Acox1	protein_coding	chr11	116182368	116182519	+	B1_Mur4	SINE	Alu	processed_transcript
chr8	40515846	40515848	-	0.037914088	-0.044870003	1	1	FALSE	TBT	F	adt	ENSMUST00000132032.7	ENSMUSG00000031601.16	Cnot7	protein_coding	chr8	40515818	40515859	-	PB1D9	SINE	Alu	protein_coding
chr16	4771511	4771513	-	0.017443864	2.126459341	0.98433164	1	FALSE	TBT	F	adt	ENSMUST00000140187.7	ENSMUSG00000004071.13	Cdip1	protein_coding	chr16	4771475	4771574	-	PB1D10	SINE	Alu	retained_intron
chrX	168659017	168659019	-	0.152388733	-0.244885718	0.778595659	1	FALSE	TBT	F	adt	ENSMUST00000145564.1	ENSMUSG00000031358.17	Msl3	protein_coding	chrX	168658918	168659177	-	ORR1E	LTR	ERVL-MaLR	retained_intron
chr17	31152751	31152753	+	0.011762487	2.387549926	0.951201864	1	FALSE	TBT	F	adt	ENSMUST00000146320.1	ENSMUSG00000086010.7	Gm15318	antisense	chr17	31152742	31152824	-	MTEb	LTR	ERVL-MaLR	antisense
chr14	119007464	119007466	-	0.018006488	0.086272189	1	1	FALSE	TBT	F	adt	ENSMUST00000148022.7	ENSMUSG00000042104.18	Uggt2	protein_coding	chr14	119007424	119007620	+	ORR1D2	LTR	ERVL-MaLR	retained_intron
chr6	31430681	31430683	+	0.10288628	3.021915158	0.754043954	1	FALSE	TBT	F	adt	ENSMUST00000150949.7	ENSMUSG00000025609.15	Mkln1	protein_coding	chr6	31430480	31430874	+	MTB	LTR	ERVL-MaLR	processed_transcript
chr14	56655334	56655336	+	0.00823498	-0.071665995	1	1	FALSE	TBT	F	adt	ENSMUST00000162312.1	ENSMUSG00000054509.7	Parp4	protein_coding	chr14	56655129	56655450	-	ORR1E	LTR	ERVL-MaLR	retained_intron
chr10	76551209	76551211	+	0.150560905	0.668132239	0.762917881	1	FALSE	TBT	F	adt	ENSMUST00000162848.1	ENSMUSG00000033105.12	Lss	protein_coding	chr10	76551140	76551260	+	RLTR17B_Mm	LTR	ERVK	retained_intron
chr16	38558697	38558699	+	0.021944739	1.506619479	0.989152017	1	FALSE	TBT	F	adt	ENSMUST00000163884.7	ENSMUSG00000002845.14	Tmem39a	protein_coding	chr16	38558673	38558761	+	MLTR25A	LTR	ERVK	protein_coding
chr17	45588740	45588742	-	0.070323877	0.402921237	0.817625261	1	FALSE	TBT	F	adt	ENSMUST00000171978.1	ENSMUSG00000023942.15	Slc29a1	protein_coding	chr17	45588628	45588825	-	ID_B1	SINE	B4	processed_transcript
chr1	132506888	132506890	+	0.168131189	0.376181259	0.764981759	1	FALSE	TBT	F	adt	ENSMUST00000188789.1	ENSMUSG00000048174.2	Tmem81	protein_coding	chr1	132506765	132506914	-	B1_Mur3	SINE	Alu	protein_coding
chr17	23823524	23823526	+	0.024113958	1.255810874	0.956450935	1	FALSE	TBT	F	adt	ENSMUST00000190568.1	ENSMUSG00000039218.17	Srrm2	protein_coding	chr17	23822842	23823594	+	L2c	LINE	L2	retained_intron
chr5	121571186	121571188	-	0.004812358	5.358602822	0.978646362	1	FALSE	TBT	F	adt	ENSMUST00000196694.1	ENSMUSG00000029455.14	Aldh2	protein_coding	chr5	121571141	121571255	-	L1MC4	LINE	L1	retained_intron
chr3	88890434	88890436	+	0.010393157	0.050285383	1	1	FALSE	TBT	F	adt	ENSMUST00000198113.1	ENSMUSG00000054199.17	Gon4l	protein_coding	chr3	88890426	88890573	-	B1_Mus2	SINE	Alu	retained_intron
chr1	139121754	139121756	+	0.021757128	0.935715685	1	1	FALSE	TBT	F	adt	ENSMUST00000199634.1	ENSMUSG00000056268.15	Dennd1b	protein_coding	chr1	139116513	139122778	-	L1Md_T	LINE	L1	processed_transcript
chr9	113123028	113123030	-	0.022288352	0.544888644	0.927407629	1	FALSE	TBT	F	adt	ENSMUST00000213712.1	ENSMUSG00000110996.1	Gm36251	lincRNA	chr9	113122921	113123198	-	B4	SINE	B4	lincRNA
chr10	30606633	30606635	-	0.024492191	4.400274262	0.756837026	1	FALSE	TBT	F	adt	ENSMUST00000214634.1	ENSMUSG00000111080.1	Gm20300	lincRNA	chr10	30605899	30607606	+	L1_Mus2	LINE	L1	lincRNA
chr10	62649752	62649754	-	0.128997117	2.572846614	0.827356334	1	FALSE	TBT	F	adt	ENSMUST00000218372.1	ENSMUSG00000020076.7	Ddx50	protein_coding	chr10	62649749	62649863	+	L1MB3	LINE	L1	processed_transcript
chr12	111654658	111654660	+	0.020347286	-0.502578626	1	1	FALSE	TBT	F	adt	ENSMUST00000221841.1	ENSMUSG00000007411.16	Mark3	protein_coding	chr12	111654642	111654725	-	PB1	SINE	Alu	processed_transcript
chr13	9076450	9076452	-	0.102702333	0.634148882	0.835881834	1	FALSE	TBT	F	adt	ENSMUST00000221989.1	ENSMUSG00000113543.1	Gm36264	lincRNA	chr13	9076196	9076925	+	Lx4B	LINE	L1	lincRNA
chr12	82256584	82256586	+	0.013919852	3.284632568	0.99092761	1	FALSE	TBT	F	adt	ENSMUST00000222714.1	ENSMUSG00000042700.16	Sipa1l1	protein_coding	chr12	82256245	82256621	-	RMER5	LTR	ERV1	protein_coding
chr13	33967152	33967154	+	0.063083438	2.028764	1	1	FALSE	TBT	F	adt	ENSMUST00000222740.1	ENSMUSG00000046949.16	Nqo2	protein_coding	chr13	33966986	33967312	+	ORR1A2	LTR	ERVL-MaLR	protein_coding
chr12	28631916	28631918	-	0.065098518	0.655029658	0.783678597	1	FALSE	TBT	F	adt	ENSMUST00000223153.1	ENSMUSG00000061477.4	Rps7	protein_coding	chr12	28631866	28631972	+	PB1D7	SINE	Alu	retained_intron
chr14	63179577	63179579	-	0.082147671	3.547438893	0.800963041	1	FALSE	TBT	F	adt	ENSMUST00000224625.1	ENSMUSG00000021273.10	Fdft1	protein_coding	chr14	63179461	63179590	+	MLT1A	LTR	ERVL-MaLR	protein_coding
chr15	31621971	31621973	+	0.023270495	0.270144583	0.923930707	1	FALSE	TBT	F	adt	ENSMUST00000227896.1	ENSMUSG00000114995.1	Gm49284	TEC	chr15	31621893	31622288	-	MTA_Mm	LTR	ERVL-MaLR	TEC
chr17	56609197	56609199	-	0.08098043	3.936445529	0.924843633	1	FALSE	TBT	F	adt	ENSMUST00000233103.1	ENSMUSG00000049760.6	2410015M20Rik	protein_coding	chr17	56609103	56609246	-	B1_Mus1	SINE	Alu	processed_transcript
chr8	93191357	93191359	-	-3.724489169	-1.038974405	6.12E-42	1.56E-38	TRUE	TBT	M	adt	ENSMUST00000212413.1	ENSMUSG00000110496.1	Gm45909	TEC	chr8	93191210	93191405	+	URR1A	DNA	hAT-Charlie	TEC
chr2	132285938	132285940	+	-5.005148876	4.96064905	7.79E-20	2.80E-17	TRUE	TBT	M	adt	ENSMUST00000089461.10	ENSMUSG00000058793.14	Cds2	protein_coding	chr2	132285829	132286418	+	RLTR17	LTR	ERVK	protein_coding
chr3	138307021	138307023	-	-1.90712659	0.749830188	1.19E-19	4.04E-17	TRUE	TBT	M	adt	ENSMUST00000160080.1	ENSMUSG00000089635.1	Gm16559	antisense	chr3	138306764	138307305	-	RLTR12A	LTR	ERVK	antisense
chr10	4413744	4413746	-	-2.435732254	-0.288831885	2.26E-19	7.25E-17	TRUE	TBT	M	adt	ENSMUST00000137429.1	ENSMUSG00000019763.11	Rmnd1	protein_coding	chr10	4413684	4413749	+	L1M5	LINE	L1	retained_intron
chr7	140906047	140906049	+	-1.54389932	5.279846925	1.16E-16	2.69E-14	TRUE	TBT	M	adt	ENSMUST00000210567.1	ENSMUSG00000109628.1	BC024386	processed_transcript	chr7	140905955	140906320	+	MLT2D	LTR	ERVL	retained_intron
chr5	143315063	143315065	-	-3.584959585	1.335283714	4.38E-16	9.24E-14	TRUE	TBT	M	adt	ENSMUST00000159406.7	ENSMUSG00000039244.10	E130309D02Rik	protein_coding	chr5	143314898	143315106	-	Charlie17b	DNA	hAT-Charlie	processed_transcript
chr13	4245327	4245329	+	-2.200939009	0.910230709	4.58E-14	6.90E-12	TRUE	TBT	M	adt	ENSMUST00000129751.1	ENSMUSG00000071551.13	Akr1c19	protein_coding	chr13	4245178	4245561	-	ERVB7_2-LTR_MM	LTR	ERVK	protein_coding
chr11	52374099	52374101	+	-1.638604266	-0.352587312	9.18E-14	1.30E-11	TRUE	TBT	M	adt	ENSMUST00000157052.1	ENSMUSG00000020402.11	Vdac1	protein_coding	chr11	52374007	52374109	-	L2b	LINE	L2	processed_transcript
chr8	124887628	124887630	+	-2.427184239	-0.895002643	2.92E-13	3.77E-11	TRUE	TBT	M	adt	ENSMUST00000159864.1	ENSMUSG00000031985.9	Gnpat	protein_coding	chr8	124887576	124887639	+	ID4_	SINE	ID	retained_intron
chr3	98763091	98763093	-	-1.723988601	1.308921759	6.38E-13	7.86E-11	TRUE	TBT	M	adt	ENSMUST00000125483.4	ENSMUSG00000062410.14	Hsd3b3	protein_coding	chr3	98762943	98763241	-	ORR1D1	LTR	ERVL-MaLR	processed_transcript
chr10	125328962	125328964	-	-0.874439698	5.301431672	1.47E-10	1.21E-08	FALSE	TBT	M	adt	ENSMUST00000211781.1	ENSMUSG00000020102.15	Slc16a7	protein_coding	chr10	125328867	125329069	-	B4A	SINE	B4	protein_coding
chr5	64826808	64826810	+	-2.847840826	-0.008384323	5.22E-10	3.95E-08	TRUE	TBT	M	adt	ENSMUST00000198946.1	ENSMUSG00000029178.14	Klf3	protein_coding	chr5	64826752	64826914	+	L2b	LINE	L2	protein_coding
chr12	111654658	111654660	+	-1.964776137	-0.502578626	5.71E-10	4.28E-08	TRUE	TBT	M	adt	ENSMUST00000221841.1	ENSMUSG00000007411.16	Mark3	protein_coding	chr12	111654642	111654725	-	PB1	SINE	Alu	processed_transcript
chr11	105137562	105137564	+	-2.485978101	-0.161522613	2.01E-09	1.33E-07	TRUE	TBT	M	adt	ENSMUST00000155460.1	ENSMUSG00000020691.13	Mettl2	protein_coding	chr11	105137539	105137655	-	B1_Mur4	SINE	Alu	processed_transcript
chr16	86806512	86806514	-	-0.937289856	2.315412015	5.26E-09	3.22E-07	FALSE	TBT	M	adt	ENSMUST00000231875.1	ENSMUSG00000116993.1	AC135964.2	lincRNA	chr16	86806250	86806695	-	LTR10_RN	LTR	ERVK	lincRNA
chr3	95735017	95735019	-	-1.788164678	2.979651048	5.63E-09	3.42E-07	TRUE	TBT	M	adt	ENSMUST00000144958.1	ENSMUSG00000028108.15	Ecm1	protein_coding	chr3	95734973	95735086	+	PB1D7	SINE	Alu	retained_intron
chr17	24722905	24722907	-	-2.289219047	1.325682917	3.83E-08	1.91E-06	TRUE	TBT	M	adt	ENSMUST00000144285.1	ENSMUSG00000040048.14	Ndufb10	protein_coding	chr17	24722869	24723008	+	B1_Mus2	SINE	Alu	retained_intron
chr5	150568587	150568589	+	-1.23283387	0.600061425	4.75E-08	2.31E-06	TRUE	TBT	M	adt	ENSMUST00000201165.1	ENSMUSG00000041147.10	Brca2	protein_coding	chr5	150568583	150568721	-	B1_Mm	SINE	Alu	retained_intron
chr16	78275038	78275040	-	-2.036014165	-1.757721209	5.81E-08	2.77E-06	TRUE	TBT	M	adt	ENSMUST00000210839.1	ENSMUSG00000109841.2	E330011O21Rik	processed_transcript	chr16	78274914	78275230	-	Zaphod	DNA	hAT-Tip100	antisense
chr3	133474818	133474820	-	-1.772655322	0.45252611	8.88E-08	4.06E-06	TRUE	TBT	M	adt	ENSMUST00000199381.1	ENSMUSG00000040943.12	Tet2	protein_coding	chr3	133474739	133474864	+	B1_Mus1	SINE	Alu	retained_intron
